sep=;
#;id;english_name;current_ru;recommended_ru;action;compare_status;wiki_page;source_type;source_url;confidence;note
362;char_BURAIMON;Buraimon;Бураимон;Бураимон;keep;ok;Buraimon;local_current;;high;Already matches the selected Russian reference.
363;char_BUTEN;Butenmon;Бутенмон;Бутенмон;keep;ok;Butenmon;local_current;;high;Already matches the selected Russian reference.
364;char_NANOMON;Datamon;Датамон;Датамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
365;char_SHAMAMON;Shamamon;Шамамон;Шамамон;keep;ok;Shamamon;local_current;;high;Already matches the selected Russian reference.
366;char_SNOWGOBURIMON;SnowGoblimon;Сноу Гобуримон;Сноу Гобуримон;keep;ok;Snow Goburimon;local_current;;high;Already matches the selected Russian reference.
367;char_FUGAMON;Fugamon;Фугамон;Фугамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
368;char_HYOUGAMON;Hyogamon;Хиогамон;Хиогамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
369;char_OTAMAMON;Otamamon;Отамамон;Отамамон;keep;ok;Otamamon;local_current;;high;Already matches the selected Russian reference.
370;char_FANTOMON;Phantomon;Фантомон;Фантомон;keep;ok;Fantomon;local_current;;high;Already matches the selected Russian reference.
371;char_FLYMON;Flymon;Флаймон;Флаймон;keep;ok;Flymon;local_current;;high;Already matches the selected Russian reference.
372;char_MAMMON;Mammothmon;Маммон;Маммон;keep;ok;Mammon;local_current;;high;Already matches the selected Russian reference.
373;char_MAMMON_BIG;Mammothmon;Маммон;Маммон;keep;ok;Mammon;local_current;;high;Already matches the selected Russian reference.
374;char_RAREMON;Raremon;Рэйрмон;Рэйрмон;keep;ok;Raremon;local_current;;high;Already matches the selected Russian reference.
375;char_DOKUGUMON;Dokugumon;Докугумон;Докугумон;keep;ok;Dokugumon;local_current;;high;Already matches the selected Russian reference.
376;char_GIZAMON;Gizamon;Гизамон;Гизамон;keep;ok;Gizamon;local_current;;high;Already matches the selected Russian reference.
377;char_GOTTSUMON;Gotsumon;Готцумон;Готцумон;keep;ok;Gottsumon;local_current;;high;Already matches the selected Russian reference.
378;char_PUMPMON;Pumpkinmon;Пампмон;Пампмон;keep;ok;Pumpmon;local_current;;high;Already matches the selected Russian reference.
379;char_SNIMON;Snimon;Снаймон;Снаймон;keep;ok;Snimon;local_current;;high;Already matches the selected Russian reference.
380;char_TUSKMON;Tuskmon;Таскмон;Таскмон;keep;ok;Tuskmon;local_current;;high;Already matches the selected Russian reference.
381;char_VENOMMYOTISMON;VenomMyotismon;ВеномМиотисмон;ВеномМиотисмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
382;char_VENOMMYOTISMON_BIG;VenomMyotismon;ВеномМиотисмон;ВеномМиотисмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
383;char_WITCHMON;Witchmon;Витчмон;Витчмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
384;char_WITCHMON_ADD;Witchmon (Left Arm);Витчмон (Левая Рука);Витчмон (Левая Рука);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
385;char_MISTYMON;Mistymon;Мистимон;Мистимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
386;char_MEDIEVALDUKEMON;MedievalGallantmon;Средневековый Дюкмон;Средневековый Дюкмон;keep;ok;Medieval Dukemon;local_current;;high;Already matches the selected Russian reference.
387;char_GRACENOVAMON;GraceNovamon;Грейс Новамон;Грейс Новамон;keep;ok;Grace Novamon;local_current;;high;Already matches the selected Russian reference.
388;char_GRACENOVAMON_SUB;GraceNovamon;Грейс Новамон;Грейс Новамон;keep;ok;Grace Novamon;local_current;;high;Already matches the selected Russian reference.
389;char_GRACENOVAMON_BIG;GraceNovamon;Грейс Новамон;Грейс Новамон;keep;ok;Grace Novamon;local_current;;high;Already matches the selected Russian reference.
390;char_ANOMALOCARIMON;Scorpiomon;Аномалокаримон;Аномалокаримон;keep;ok;Anomalocarimon;local_current;;high;Already matches the selected Russian reference.
391;char_ANOMALOCARIMON_BIG;Scorpiomon;Аномалокаримон;Аномалокаримон;keep;ok;Anomalocarimon;local_current;;high;Already matches the selected Russian reference.
392;char_HANGYOMON;Divermon;Хангёмон;Хангёмон;keep;ok;Hangyomon;local_current;;high;Already matches the selected Russian reference.
393;char_HANGYOMON_SCAR;Divermon;Хангёмон;Хангёмон;keep;ok;Hangyomon;local_current;;high;Already matches the selected Russian reference.
394;char_HANGYOMON_SCARF;Divermon;Хангёмон;Хангёмон;keep;ok;Hangyomon;local_current;;high;Already matches the selected Russian reference.
395;char_MUSHMON;Mushroomon;Машмон;Машмон;keep;ok;Mushmon;local_current;;high;Already matches the selected Russian reference.
396;char_KOKUWAMON;Kokuwamon;Кокувамон;Кокувамон;keep;ok;Kokuwamon;local_current;;high;Already matches the selected Russian reference.
397;char_KIWIMON;Kiwimon;Кивимон;Кивимон;keep;ok;Kiwimon;local_current;;high;Already matches the selected Russian reference.
398;char_FLORAMON;Floramon;Флорамон;Флорамон;keep;ok;Floramon;local_current;;high;Already matches the selected Russian reference.
399;char_CLAVISANGEMON;ClavisAngemon;Клавис Ангемон;Клавис Ангемон;keep;ok;Clavis Angemon;local_current;;high;Already matches the selected Russian reference.
400;char_CLAVISANGEMON_BIG;ClavisAngemon;Клавис Ангемон;Клавис Ангемон;keep;ok;Clavis Angemon;local_current;;high;Already matches the selected Russian reference.
401;char_SLASHANGEMON;SlashAngemon;СлэшАнгемон;СлэшАнгемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
402;char_MECHANORIMON;Mekanorimon;Механоримон;Механоримон;keep;ok;Mechanorimon;local_current;;high;Already matches the selected Russian reference.
403;char_MAGNAKIDMON;MagnaKidmon;МагнаКидмон;МагнаКидмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
404;char_AVENGEKIDMON;AvengeKidmon;АвенжКидмон;АвенжКидмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
405;char_TANKMON;Tankmon;Танкмон;Танкмон;keep;ok;Tankmon;local_current;;high;Already matches the selected Russian reference.
406;char_PENMON;Penmon;Пинмон;Пинмон;keep;ok;Penmon;local_current;;high;Already matches the selected Russian reference.
407;char_MUCHOMON;Muchomon;Мучомон;Мучомон;keep;ok;Muchomon;local_current;;high;Already matches the selected Russian reference.
408;char_KERAMON;Keramon;Керамон;Керамон;keep;ok;Keramon;local_current;;high;Already matches the selected Russian reference.
409;char_INFERMON;Infermon;Инфермон;Инфермон;keep;ok;Infermon;local_current;;high;Already matches the selected Russian reference.
410;char_INFERMON_BIG;Infermon;Инфермон;Инфермон;keep;ok;Infermon;local_current;;high;Already matches the selected Russian reference.
411;char_KURAMON;Kuramon;Курамон;Курамон;keep;ok;Kuramon;local_current;;high;Already matches the selected Russian reference.
412;char_KURISARIMON;Kurisarimon;Курисаримон;Курисаримон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
413;char_TSUMEMON;Tsumemon;Цумэмон;Цумэмон;keep;ok;Tsumemon;local_current;;high;Already matches the selected Russian reference.
414;char_DIABOROMON;Diaboromon;Диаборомон;Диаборомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
415;char_ALDAMON;Aldamon;Алдамон;Алдамон;keep;ok;Aldamon;local_current;;high;Already matches the selected Russian reference.
416;char_BEOWOLFMON;Beowolfmon;Беовульфмон;Беовульфмон;keep;ok;Beowolfmon;local_current;;high;Already matches the selected Russian reference.
417;char_MAGNAGARURUMON_SEPARATION;MagnaGarurumon (Detached);Магна Гарурумон (открепленный);Магна Гарурумон (открепленный);keep;different;Magna Garurumon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Magna_Garurumon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
418;char_AGNIMON;Agunimon;Агнимон;Агнимон;keep;ok;Agnimon;local_current;;high;Already matches the selected Russian reference.
419;char_KAISERGREYMON;EmperorGreymon;Кайзер Греймон;Кайзер Греймон;keep;ok;Kaiser Greymon;local_current;;high;Already matches the selected Russian reference.
420;char_MAGNAGARURUMON;MagnaGarurumon;Магна Гарурумон;Магна Гарурумон;keep;ok;Magna Garurumon;local_current;;high;Already matches the selected Russian reference.
421;char_VRITRAMON;BurningGreymon;Вритрамон;Вритрамон;keep;ok;Vritramon;local_current;;high;Already matches the selected Russian reference.
422;char_WOLFMON;Lobomon;Вольфмон;Вольфмон;keep;ok;Wolfmon;local_current;;high;Already matches the selected Russian reference.
423;char_GARUMMON;KendoGarurumon;Гаруммон;Гаруммон;keep;ok;Garummon;local_current;;high;Already matches the selected Russian reference.
424;char_SHOUTMON;Shoutmon;Шаутмон;Шаутмон;keep;ok;Shoutmon;local_current;;high;Already matches the selected Russian reference.
425;char_OMEGASHOUTMON;OmniShoutmon;Омега Шаутмон;Омега Шаутмон;keep;ok;Omega Shoutmon;local_current;;high;Already matches the selected Russian reference.
426;char_HACKMON;Huckmon;Хакмон;Хакмон;keep;ok;Huckmon;local_current;;high;Already matches the selected Russian reference.
427;char_GANKOOMON;Gankoomon;Гэнкумон;Гэнкумон;keep;ok;Gankoomon;local_current;;high;Already matches the selected Russian reference.
428;char_ZUBAMON;Zubamon;Зубамон;Зубамон;keep;ok;Zubamon;local_current;;high;Already matches the selected Russian reference.
429;char_ZUBAEAGERMON;ZubaEagermon;Зубаигермон;Зубаигермон;keep;ok;Zubaeagermon;local_current;;high;Already matches the selected Russian reference.
430;char_DURAMON;Duramon;Дюрамон;Дюрамон;keep;ok;Duramon;local_current;;high;Already matches the selected Russian reference.
431;char_DURANDAMON;Durandamon;Дюрандамон;Дюрандамон;keep;ok;Durandamon;local_current;;high;Already matches the selected Russian reference.
432;char_TERRIERMON;Terriermon;Терьермон;Терьермон;keep;ok;Terriermon;local_current;;high;Already matches the selected Russian reference.
433;char_PECKMON;Peckmon;Пекмон;Пекмон;keep;ok;Peckmon;local_current;;high;Already matches the selected Russian reference.
434;char_LOADKNIGHTMON;LordKnightmon;Лорд Найтмон;Лорд Найтмон;keep;ok;Lord Knightmon;local_current;;high;Already matches the selected Russian reference.
435;char_LOADKNIGHTMON_BIG;LordKnightmon;Лорд Найтмон;Лорд Найтмон;keep;ok;Lord Knightmon;local_current;;high;Already matches the selected Russian reference.
436;char_GROUNDLOCOMON;GroundLocomon;ГраундЛокомон;ГраундЛокомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
437;char_FALCOMON;Falcomon;Фалькомон;Фалькомон;keep;ok;Falcomon;local_current;;high;Already matches the selected Russian reference.
438;char_HAWKMON;Hawkmon;Хоукмон;Хоукмон;keep;ok;Hawkmon;local_current;;high;Already matches the selected Russian reference.
439;char_ARMADILLOMON;Armadillomon;Армадилломон;Армадилломон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
440;char_TOYAGUMON;ToyAgumon;Той Агумон;Той Агумон;keep;ok;Toy Agumon;local_current;;high;Already matches the selected Russian reference.
441;char_TOYAGUMON_BIG;ToyAgumon;Той Агумон;Той Агумон;keep;ok;Toy Agumon;local_current;;high;Already matches the selected Russian reference.
442;char_SHAKOMON;Syakomon;Сякомон;Сякомон;keep;ok;Shakomon;local_current;;high;Already matches the selected Russian reference.
443;char_GARGOMON;Gargomon;Гаргомон;Гаргомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
444;char_ANKYLOMON;Ankylomon;Анкиломон;Анкиломон;keep;ok;Ankylomon;local_current;;high;Already matches the selected Russian reference.
445;char_FLAMEDRAMON;Flamedramon;Флэймдрамон;Флэймдрамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
446;char_KNIGHTMON;Knightmon;Найтмон;Найтмон;keep;ok;Knightmon;local_current;;high;Already matches the selected Russian reference.
447;char_CYBERDRAMON;Cyberdramon;Кибердрамон;Кибердрамон;keep;ok;Cyberdramon;local_current;;high;Already matches the selected Russian reference.
448;char_SILPHYMON;Silphymon;Сильфимон;Сильфимон;keep;ok;Silphymon;local_current;;high;Already matches the selected Russian reference.
449;char_YATAGARAMON;Crowmon;Ятагарамон;Ятагарамон;keep;ok;Yatagaramon;local_current;;high;Already matches the selected Russian reference.
450;char_RAPIDMON;Rapidmon;Рэпидмон;Рэпидмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
451;char_SHAKKOUMON;Shakkoumon;Шаккумон;Шаккумон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
452;char_BRAKIMON;Brachiomon;Брахимон;Брахимон;keep;ok;Brachiomon;local_current;;high;Already matches the selected Russian reference.
453;char_ULTIMATEBRAKIMON;UltimateBrachiomon;УльтимаБрачиомон;УльтимаБрачиомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
454;char_WISEMON;Wisemon;Вайзмон;Вайзмон;keep;ok;Wisemon;local_current;;high;Already matches the selected Russian reference.
455;char_CANNONBEEMON;CannonBeemon;КэнонБиимон;КэнонБиимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
456;char_SOLARMON;Solarmon;Солармон;Солармон;keep;ok;Solarmon;local_current;;high;Already matches the selected Russian reference.
457;char_GEREMON;Geremon;Геремон;Геремон;keep;ok;Geremon;local_current;;high;Already matches the selected Russian reference.
458;char_ICEDEVIMON;IceDevimon;АйсДевимон;АйсДевимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
459;char_ANTYLAMON;Antylamon;Антиламон;Антиламон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
460;char_IMPERIALDRAMON_DM;Imperialdramon DM;Империалдрамон: Режим дракона;Империалдрамон: Режим дракона;keep;ok;Imperialdramon: Dragon Mode;local_current;;high;Already matches the selected Russian reference.
461;char_DIANAMON;Dianamon;Дианамон;Дианамон;keep;ok;Dianamon;local_current;;high;Already matches the selected Russian reference.
462;char_DIANAMON_BIG;Dianamon;Дианамон;Дианамон;keep;ok;Dianamon;local_current;;high;Already matches the selected Russian reference.
463;char_CRANIAMON;Craniamon;Краниамон;Краниамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
464;char_CRANIAMON_BIG;Craniamon;Краниамон;Краниамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
465;char_KERPYMON_GOOD;Cherubimon (Good);Херувимон (Добродетельный);Херувимон (Добродетельный);keep;ok;Cherubimon (Virtue);local_current;;high;Already matches the selected Russian reference.
466;char_JUSTIMON;Justimon;Джастимон;Джастимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
467;char_DYNASMON;Dynasmon;Динасмон;Динасмон;keep;ok;Dynasmon;local_current;;high;Already matches the selected Russian reference.
468;char_DYNASMON_BIG;Dynasmon;Динасмон;Динасмон;keep;ok;Dynasmon;local_current;;high;Already matches the selected Russian reference.
469;char_DUFTMON;Leopardmon;Дуфтмон;Дуфтмон;keep;ok;Duftmon;local_current;;high;Already matches the selected Russian reference.
470;char_DUFTMON_BIG;Leopardmon;Дуфтмон;Дуфтмон;keep;ok;Duftmon;local_current;;high;Already matches the selected Russian reference.
471;char_RAVEMON;Ravemon;Равемон;Равемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
472;char_SAINTGALGOMON;MegaGargomon;Сен Гальгомон;Сен Гальгомон;keep;ok;Saint Galgomon;local_current;;high;Already matches the selected Russian reference.
473;char_SAINTGALGOMON_BIG;MegaGargomon;Сен Гальгомон;Сен Гальгомон;keep;ok;Saint Galgomon;local_current;;high;Already matches the selected Russian reference.
474;char_LOTOSMON;Lotosmon;Лотосмон;Лотосмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
475;char_DUFTMON_LM;Leopardmon LM;Дуфтмон: Режим леопарда;Дуфтмон: Режим леопарда;keep;ok;Duftmon: Leopard Mode;local_current;;high;Already matches the selected Russian reference.
476;char_GAIOMON;Gaiomon;Гайомон;Гайомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
477;char_TIGERVESPAMON;TigerVespamon;ТигерВеспамон;ТигерВеспамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
478;char_MINERVAMON;Minervamon;Минервамон;Минервамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
479;char_MASTEMON;Mastemon;Мастемон;Мастемон;keep;ok;Mastemon;local_current;;high;Already matches the selected Russian reference.
480;char_JESMON;Jesmon;Джесмон;Джесмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
481;char_JESMON_BIG;Jesmon;Джесмон;Джесмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
482;char_LOPMON;Lopmon;Лопмон;Лопмон;keep;ok;Lopmon;local_current;;high;Already matches the selected Russian reference.
483;char_RAPIDMON_ARMOR;Rapidmon (Armor);Рапидмон (Броня);Рапидмон (Броня);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
484;char_RAPIDMON_ARMOR_BIG;Rapidmon (Armor);Рапидмон (Броня);Рапидмон (Броня);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
485;char_PLATINUM_SCUMON;PlatinumSukamon;ПлатинаСукамон;ПлатинаСукамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
486;char_BLACKKINGNUMEMON;BlackKingNumemon;БлэкКингНумемон;БлэкКингНумемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
487;char_KUZUHAMON;Kuzuhamon;Кудзухамон;Кудзухамон;keep;ok;Kuzuhamon;local_current;;high;Already matches the selected Russian reference.
488;char_SOCERIMON;Sorcermon;Сорсеримон;Сорсеримон;keep;ok;Sorcerimon;local_current;;high;Already matches the selected Russian reference.
489;char_INSEKIMON;Meteormon;Инсэкимон;Инсэкимон;keep;ok;Insekimon;local_current;;high;Already matches the selected Russian reference.
490;char_OMEGAMON_ZWART;Omnimon Zwart;Омегамон Цварт;Омегамон Цварт;keep;ok;Omegamon Zwart;local_current;;high;Already matches the selected Russian reference.
491;char_ICEMON;Icemon;Айсмон;Айсмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
492;char_TUCHIDARUMON;MudFrigimon;МудФригимон;МудФригимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
493;char_GUARDROMON_GL;Guardromon (Gold);Гардромон (золотой);Гардромон (золотой);keep;different;Guardromon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Guardromon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
494;char_ALPHAMON_OURYUKEN;Alphamon: Ouryuken;Альфамон: Орюкен;Альфамон: Орюкен;keep;ok;Alphamon: Ouryuken;local_current;;high;Already matches the selected Russian reference.
495;char_BACCHUSMON_DRUNK;Bacchusmon DM;Вакхмон: Режим опьянения;Вакхмон: Режим опьянения;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.fandom.com/wiki/Bacchusmon_%28Deisui_Mode%29;medium;DM = Deisui Mode. Mode abbreviation expanded from Digimon Wiki naming.
496;char_TANKDRAMON;Tankdramon;Танкдрамон;Танкдрамон;keep;ok;Tankdramon;local_current;;high;Already matches the selected Russian reference.
497;char_DARKDRAMON;Darkdramon;Даркдрамон;Даркдрамон;keep;ok;Darkdramon;local_current;;high;Already matches the selected Russian reference.
498;char_CHAOSMON;Chaosmon;Хаосмон;Хаосмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
499;char_VALKYRIMON;Valkyrimon;Валькиримон;Валькиримон;keep;ok;Valkyrimon;local_current;;high;Already matches the selected Russian reference.
500;char_KERPYMON_BAD;Cherubimon (Black);Херувимон (Порочный);Херувимон (Порочный);keep;ok;Cherubimon (Vice);local_current;;high;Already matches the selected Russian reference.
501;char_BEELZEMON_BM;Beelzemon BM;Вельзевумон: Бласт-режим;Вельзевумон: Бласт-режим;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=beelzebumonblastmode;medium;BM = Blast Mode for Beelzemon/Beelzebumon. Not Burst Mode.
502;char_BEELZEMON_BM_BIG;Beelzemon BM;Вельзевумон: Бласт-режим;Вельзевумон: Бласт-режим;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=beelzebumonblastmode;medium;BM = Blast Mode for Beelzemon/Beelzebumon. Not Burst Mode.
503;char_SHINEGREYMON_BM;ShineGreymon BM;Шайн Греймон: Взрывной режим;Шайн Греймон: Взрывной режим;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=shinegreymonburstmode;medium;BM = Burst Mode. Mode abbreviation expanded from official English naming.
504;char_MIRAGEGAOGAMON_BM;MirageGaogamon BM;Мираж Гаогамон: Взрывной режим;Мираж Гаогамон: Взрывной режим;keep;ok;Mirage Gaogamon: Burst Mode;local_current;;high;Already matches the selected Russian reference.
505;char_RAVEMON_BM;Ravemon BM;Равемон: Взрывной режим;Равемон: Взрывной режим;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=ravmonburstmode;medium;BM = Burst Mode. Mode abbreviation expanded from official English naming.
506;char_ROSEMON_BM;Rosemon BM;Роузмон: Взрывной режим;Роузмон: Взрывной режим;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=rosemonburstmode;medium;BM = Burst Mode. Mode abbreviation expanded from official English naming.
507;char_VULCANUS_LIGHTARM;Right Arm;Правая Рука;Правая Рука;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
508;char_VULCANUS_LEFTARM;Left Arm;Левая Рука;Левая Рука;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
509;char_CHRONOMONROBO_COMPLETE;Giant Slayer;Гигант Слейер;Гигант Слейер;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
510;char_CHRONOMON_BOSS_EVENT;Chronomon;Хрономон;Хрономон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
511;char_CHRONOMON_BOSS;Chronomon;Хрономон;Хрономон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
512;char_CHRONOMON_BOSS_WING;Chronomon (Wings);Хрономон (Крылья);Хрономон (Крылья);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
513;char_CHRONOMON_BOSS_ADD_RIGHTWING;Chronomon (R. Muzzle);Хрономон (П. Морда);Хрономон (П. Морда);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
514;char_CHRONOMON_BOSS_ADD_LEFTWING;Chronomon (L. Muzzle);Хрономон (Л. Морда);Хрономон (Л. Морда);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
515;char_CHRONOMON_BOSS_LEFTARM;Chronomon (Left Arm);Хрономон (Левая рука);Хрономон (Левая рука);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
516;char_CHRONOMON_BOSS_CORE;Chronomon (Core);Хрономон (Ядро);Хрономон (Ядро);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
517;char_CHRONOMON_BOSS_RIGHTWING;Chronomon (Right Wing);Хрономон (Правое крыло);Хрономон (Правое крыло);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
518;char_CHRONOMON_BOSS_LEFTWING;Chronomon (Left Wing);Хрономон (Левое крыло);Хрономон (Левое крыло);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
519;char_CHRONOMON_BOSS_LEFTARM1;Chronomon (Error A);Хрономон (Ошибка A);Хрономон (Ошибка A);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
520;char_CHRONOMON_BOSS_LEFTARM2;Chronomon (Error B);Хрономон (Ошибка B);Хрономон (Ошибка B);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
521;char_CHRONOMON_BOSS_LEFTARM3;Chronomon (Error C);Хрономон (Ошибка C);Хрономон (Ошибка C);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
522;char_CHRONOMON_BOSS_LEFTARM4;Chronomon (Error D);Хрономон (Ошибка D);Хрономон (Ошибка D);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
523;char_CHRONOMON_BOSS_LEFTARM5;Chronomon (Error E);Хрономон (Ошибка E);Хрономон (Ошибка E);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
524;char_CHRONOMON_BOSS_LEFTARM6;Chronomon (Error F);Хрономон (Ошибка F);Хрономон (Ошибка F);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
525;char_BLACKSHADOW;Dark Shadow;Темная Тень;Темная Тень;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
526;char_SHARKMON_BOSS;Sharkmon;Шаркмон;Шаркмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
527;char_SHARKMON_BOSS_ADD;Sharkmon (Jasper);Шаркмон (Джаспер);Шаркмон (Джаспер);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
528;char_SHARKMON;Sharkmon;Шаркмон;Шаркмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
